Genera,category,Gene,gene_family,consensus_gene_name,consensus_product,threshold,alleles_at_maximum_threshold,number_genomes,average_dose,min_dose,max_dose,genomes_containing_fissions,genomes_containing_duplications,number_fission_loci,number_duplicated_loci,no_loci,products,gene_names,min_length(bp),max_length(bp),average_length(bp),cluster,cluster_order,ctg11571_94x_c_out,ctg11573_57x_c_out,ctg11580_43x_c_out,ctg11583_26x_l_out,ctg12262_45x_rc_out,ctg12265_259x_c_out,ctg17713_78x_rc_out,ctg17714_147x_c_out,ctg19218_26x_l_out,ctg28506_71x_c_out,ctg28510_23x_c_out,ctg28514_14x_l_out,ctg28519_42x_rc_out,ctg28529_146x_c_out,ctg31170_33x_c_out,ctg3232_136x_c_out,ctg3233_28x_c_out,ctg3237_11x_rc_out,ctg3239_19x_c_out,ctg3535_13x_c_out,ctg3537_17x_c_out,ctg3538_48x_rc_out,ctg3539_72x_c_out,ctg38907_13x_c_out,ctg3918_9x_c_out,ctg4047_12x_l_out,ctg4048_27x_c_out,ctg50905_118x_l_out,ctg50906_34x_c_out,ctg5737_54x_c_out,ctg6176_23x_c_out,ctg6275_14x_rc_out,ctg6277_75x_c_out,ctg6823_21x_c_out,ctg6826_23x_c_out,ctg6853_20x_rc_out,ctg7042_92x_c_out,ctg7044_122x_c_out,ctg7139_147x_c_out,ctg7140_24x_rc_out,ctg7143_29x_rc_out,ctg7145_199x_c_out,ctg7146_44x_c_out,ctg7556_40x_c_out,ctg7560_68x_c_out,ctg7563_129x_c_out,ctg7571_82x_c_out,ctg7608_72x_c_out,ctg8298_26x_c_out,ctg8299_8x_l_out,ctg8300_17x_c_out,ctg8302_19x_c_out,ctg8305_31x_c_out,ctg8306_37x_l_out,ctg9278_89x_c_out,ctg9279_63x_c_out,ctg9281_23x_c_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003580_000000006,g000003580,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),240,324,304.62,592,3,,,,,ctg17712_446x_c_out_00760,ctg19216_30x_l_out_02153,,ctg3234_454x_rc_out_02085,ctg3283_168x_c_out_01524,ctg3536_31x_rc_out_00361,ctg3919_109x_c_out_01233,ctg4049_88x_c_out_01788,,ctg6177_57x_c_out_00121,,ctg6822_146x_l_out_02196,ctg7043_580x_c_out_01544,ctg7141_490x_c_out_00162,,ctg7609_150x_c_out_01093,,,ctg8348_32x_c_out_00998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003613_000000006,g000003613,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),303,303,303,601,5,,,,,ctg17712_446x_c_out_00371,ctg19216_30x_l_out_01751,,ctg3234_454x_rc_out_00112,ctg3283_168x_c_out_01007,ctg3536_31x_rc_out_02416,ctg3919_109x_c_out_00843,ctg4049_88x_c_out_01398,,ctg6177_57x_c_out_02203,,ctg6822_146x_l_out_00145,ctg7043_580x_c_out_01027,ctg7141_490x_c_out_00551,,ctg7609_150x_c_out_01554,,,ctg8348_32x_c_out_01458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003584_000000006,g000003584,,hypothetical protein,98,1,13,1.08,1,2,0,1,0,1,14,hypothetical protein(14),NA(14),321,321,321,601,2,,,,,ctg17712_446x_c_out_00367,ctg19216_30x_l_out_01747;ctg19216_30x_l_out_02359,,ctg3234_454x_rc_out_00116,ctg3283_168x_c_out_01003,ctg3536_31x_rc_out_02412,ctg3919_109x_c_out_00839,ctg4049_88x_c_out_01394,,ctg6177_57x_c_out_02199,,ctg6822_146x_l_out_00149,ctg7043_580x_c_out_01023,ctg7141_490x_c_out_00555,,ctg7609_150x_c_out_01558,,,ctg8348_32x_c_out_01462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003590_000000006,g000003590,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),318,318,318,626,2,,,,,ctg17712_446x_c_out_00409,ctg19216_30x_l_out_01789,,ctg3234_454x_rc_out_00076,ctg3283_168x_c_out_01043,ctg3536_31x_rc_out_02454,ctg3919_109x_c_out_00881,ctg4049_88x_c_out_01436,,ctg6177_57x_c_out_02241,,ctg6822_146x_l_out_00107,ctg7043_580x_c_out_01063,ctg7141_490x_c_out_00513,,ctg7609_150x_c_out_01516,,,ctg8348_32x_c_out_01420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003596_000000006,g000003596,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),315,315,315,574,18,,,,,ctg17712_446x_c_out_00345,ctg19216_30x_l_out_01725,,ctg3234_454x_rc_out_00142,ctg3283_168x_c_out_00977,ctg3536_31x_rc_out_02390,ctg3919_109x_c_out_00817,ctg4049_88x_c_out_01372,,ctg6177_57x_c_out_02177,,ctg6822_146x_l_out_00171,ctg7043_580x_c_out_00997,ctg7141_490x_c_out_00577,,ctg7609_150x_c_out_01580,,,ctg8348_32x_c_out_01484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003597_000000006,g000003597,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),315,315,315,749,1,,,,,ctg17712_446x_c_out_00918,ctg19216_30x_l_out_02310,,ctg3234_454x_rc_out_01924,ctg3283_168x_c_out_01685,ctg3536_31x_rc_out_00519,ctg3919_109x_c_out_01391,ctg4049_88x_c_out_01947,,ctg6177_57x_c_out_00279,,ctg6822_146x_l_out_02038,ctg7043_580x_c_out_01705,ctg7141_490x_c_out_00004,,ctg7609_150x_c_out_00935,,,ctg8348_32x_c_out_00840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003601_000000006,g000003601,bpaC,Autotransporter adhesin BpaC,98,1,13,1,1,1,0,0,0,0,13,Autotransporter adhesin BpaC(13),bpaC(13),312,312,312,715,1,,,,,ctg17712_446x_c_out_02113,ctg19216_30x_l_out_01078,,ctg3234_454x_rc_out_00789,ctg3283_168x_c_out_00332,ctg3536_31x_rc_out_01719,ctg3919_109x_c_out_00144,ctg4049_88x_c_out_00671,,ctg6177_57x_c_out_01475,,ctg6822_146x_l_out_00842,ctg7043_580x_c_out_00351,ctg7141_490x_c_out_01279,,ctg7609_150x_c_out_02281,,,ctg8348_32x_c_out_02185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003608_000000006,g000003608,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),306,306,306,576,1,,,,,ctg17712_446x_c_out_02241,ctg19216_30x_l_out_01206,,ctg3234_454x_rc_out_00660,ctg3283_168x_c_out_00460,ctg3536_31x_rc_out_01848,ctg3919_109x_c_out_00273,ctg4049_88x_c_out_00799,,ctg6177_57x_c_out_01602,,ctg6822_146x_l_out_00713,ctg7043_580x_c_out_00480,ctg7141_490x_c_out_01152,,ctg7609_150x_c_out_02154,,,ctg8348_32x_c_out_02058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003611_000000006,g000003611,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),303,303,303,589,5,,,,,ctg17712_446x_c_out_00143,ctg19216_30x_l_out_01523,,ctg3234_454x_rc_out_00339,ctg3283_168x_c_out_00780,ctg3536_31x_rc_out_02167,ctg3919_109x_c_out_00594,ctg4049_88x_c_out_01171,,ctg6177_57x_c_out_01976,,ctg6822_146x_l_out_00394,ctg7043_580x_c_out_00801,ctg7141_490x_c_out_00779,,ctg7609_150x_c_out_01780,,,ctg8348_32x_c_out_01685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003585_000000006,g000003585,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),321,321,321,767,1,,,,,ctg17712_446x_c_out_00802,ctg19216_30x_l_out_02195,,ctg3234_454x_rc_out_02042,ctg3283_168x_c_out_01567,ctg3536_31x_rc_out_00403,ctg3919_109x_c_out_01275,ctg4049_88x_c_out_01830,,ctg6177_57x_c_out_00163,,ctg6822_146x_l_out_02154,ctg7043_580x_c_out_01587,ctg7141_490x_c_out_00120,,ctg7609_150x_c_out_01051,,,ctg8348_32x_c_out_00956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003547_000000006,g000003547,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),336,336,336,674,2,,,,,ctg17712_446x_c_out_00792,ctg19216_30x_l_out_02185,,ctg3234_454x_rc_out_02053,ctg3283_168x_c_out_01556,ctg3536_31x_rc_out_00393,ctg3919_109x_c_out_01265,ctg4049_88x_c_out_01820,,ctg6177_57x_c_out_00153,,ctg6822_146x_l_out_02164,ctg7043_580x_c_out_01576,ctg7141_490x_c_out_00130,,ctg7609_150x_c_out_01061,,,ctg8348_32x_c_out_00966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003729_000000006,g000003729,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),234,234,234,757,1,,,,,ctg17712_446x_c_out_00930,ctg19216_30x_l_out_02322,,ctg3234_454x_rc_out_01912,ctg3283_168x_c_out_01697,ctg3536_31x_rc_out_00531,ctg3919_109x_c_out_01403,ctg4049_88x_c_out_01959,,ctg6177_57x_c_out_00291,,ctg6822_146x_l_out_02026,ctg7043_580x_c_out_01717,ctg7141_490x_c_out_02459,,ctg7609_150x_c_out_00923,,,ctg8348_32x_c_out_00828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003742_000000006,g000003742,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),228,228,228,653,1,,,,,ctg17712_446x_c_out_01620,ctg19216_30x_l_out_00655,,ctg3234_454x_rc_out_01277,ctg3283_168x_c_out_02333,ctg3536_31x_rc_out_01214,ctg3919_109x_c_out_02068,ctg4049_88x_c_out_00177,,ctg6177_57x_c_out_00977,,ctg6822_146x_l_out_01346,ctg7043_580x_c_out_02355,ctg7141_490x_c_out_01773,,ctg7609_150x_c_out_00235,,,ctg8348_32x_c_out_00141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003835_000000006,g000003835,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),180,180,180,615,2,,,,,ctg17712_446x_c_out_01487,ctg19216_30x_l_out_00788,,ctg3234_454x_rc_out_01369,ctg3283_168x_c_out_02241,ctg3536_31x_rc_out_01102,ctg3919_109x_c_out_01958,ctg4049_88x_c_out_00044,,ctg6177_57x_c_out_00843,,ctg6822_146x_l_out_01456,ctg7043_580x_c_out_02263,ctg7141_490x_c_out_01906,,ctg7609_150x_c_out_00369,,,ctg8348_32x_c_out_00275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003850_000000006,g000003850,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),174,174,174,596,3,,,,,ctg17712_446x_c_out_01030,ctg19216_30x_l_out_00030,,ctg3234_454x_rc_out_01826,ctg3283_168x_c_out_01783,ctg3536_31x_rc_out_00646,ctg3919_109x_c_out_01502,ctg4049_88x_c_out_02058,,ctg6177_57x_c_out_00389,,ctg6822_146x_l_out_01911,ctg7043_580x_c_out_01803,ctg7141_490x_c_out_02361,,ctg7609_150x_c_out_00824,,,ctg8348_32x_c_out_00729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003858_000000006,g000003858,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),168,168,168,574,26,,,,,ctg17712_446x_c_out_00332,ctg19216_30x_l_out_01712,,ctg3234_454x_rc_out_00151,ctg3283_168x_c_out_00968,ctg3536_31x_rc_out_02357,ctg3919_109x_c_out_00784,ctg4049_88x_c_out_01359,,ctg6177_57x_c_out_02164,,ctg6822_146x_l_out_00204,ctg7043_580x_c_out_00988,ctg7141_490x_c_out_00590,,ctg7609_150x_c_out_01593,,,ctg8348_32x_c_out_01497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003859_000000006,g000003859,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),168,168,168,616,1,,,,,ctg17712_446x_c_out_00523,ctg19216_30x_l_out_01912,,ctg3234_454x_rc_out_02324,ctg3283_168x_c_out_01286,ctg3536_31x_rc_out_00120,ctg3919_109x_c_out_00995,ctg4049_88x_c_out_01550,,ctg6177_57x_c_out_02427,,ctg6822_146x_l_out_02436,ctg7043_580x_c_out_01306,ctg7141_490x_c_out_00399,,ctg7609_150x_c_out_01330,,,ctg8348_32x_c_out_01234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003872_000000006,g000003872,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),162,162,162,598,5,,,,,ctg17712_446x_c_out_02375,ctg19216_30x_l_out_01340,,ctg3234_454x_rc_out_00526,ctg3283_168x_c_out_00594,ctg3536_31x_rc_out_01982,ctg3919_109x_c_out_00408,ctg4049_88x_c_out_00932,,ctg6177_57x_c_out_01735,,ctg6822_146x_l_out_00579,ctg7043_580x_c_out_00615,ctg7141_490x_c_out_01019,,ctg7609_150x_c_out_02021,,,ctg8348_32x_c_out_01925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003882_000000006,g000003882,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),156,156,156,589,2,,,,,ctg17712_446x_c_out_00140,ctg19216_30x_l_out_01520,,ctg3234_454x_rc_out_00342,ctg3283_168x_c_out_00777,ctg3536_31x_rc_out_02164,ctg3919_109x_c_out_00591,ctg4049_88x_c_out_01168,,ctg6177_57x_c_out_01973,,ctg6822_146x_l_out_00397,ctg7043_580x_c_out_00798,ctg7141_490x_c_out_00782,,ctg7609_150x_c_out_01783,,,ctg8348_32x_c_out_01688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003834_000000006,g000003834,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),180,180,180,616,3,,,,,ctg17712_446x_c_out_00525,ctg19216_30x_l_out_01915,,ctg3234_454x_rc_out_02322,ctg3283_168x_c_out_01288,ctg3536_31x_rc_out_00123,ctg3919_109x_c_out_00998,ctg4049_88x_c_out_01553,,ctg6177_57x_c_out_02430,,ctg6822_146x_l_out_02433,ctg7043_580x_c_out_01308,ctg7141_490x_c_out_00396,,ctg7609_150x_c_out_01327,,,ctg8348_32x_c_out_01231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003885_000000006,g000003885,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),153,153,153,575,1,,,,,ctg17712_446x_c_out_01392,ctg19216_30x_l_out_00884,,ctg3234_454x_rc_out_01463,ctg3283_168x_c_out_02147,ctg3536_31x_rc_out_01007,ctg3919_109x_c_out_01863,ctg4049_88x_c_out_02418,,ctg6177_57x_c_out_00748,,ctg6822_146x_l_out_01551,ctg7043_580x_c_out_02169,ctg7141_490x_c_out_02001,,ctg7609_150x_c_out_00464,,,ctg8348_32x_c_out_00370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003894_000000006,g000003894,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),147,147,147,646,1,,,,,ctg17712_446x_c_out_00481,ctg19216_30x_l_out_01861,,ctg3234_454x_rc_out_00005,ctg3283_168x_c_out_01113,ctg3536_31x_rc_out_02527,ctg3919_109x_c_out_00953,ctg4049_88x_c_out_01508,,ctg6177_57x_c_out_02313,,ctg6822_146x_l_out_00036,ctg7043_580x_c_out_01134,ctg7141_490x_c_out_00441,,ctg7609_150x_c_out_01444,,,ctg8348_32x_c_out_01348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003895_000000006,g000003895,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),147,147,147,597,1,,,,,ctg17712_446x_c_out_00799,ctg19216_30x_l_out_02192,,ctg3234_454x_rc_out_02045,ctg3283_168x_c_out_01564,ctg3536_31x_rc_out_00400,ctg3919_109x_c_out_01272,ctg4049_88x_c_out_01827,,ctg6177_57x_c_out_00160,,ctg6822_146x_l_out_02157,ctg7043_580x_c_out_01584,ctg7141_490x_c_out_00123,,ctg7609_150x_c_out_01054,,,ctg8348_32x_c_out_00959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003899_000000006,g000003899,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),141,141,141,590,6,,,,,ctg17712_446x_c_out_00235,ctg19216_30x_l_out_01617,,ctg3234_454x_rc_out_00247,ctg3283_168x_c_out_00872,ctg3536_31x_rc_out_02261,ctg3919_109x_c_out_00688,ctg4049_88x_c_out_01263,,ctg6177_57x_c_out_02068,,ctg6822_146x_l_out_00300,ctg7043_580x_c_out_00893,ctg7141_490x_c_out_00687,,ctg7609_150x_c_out_01688,,,ctg8348_32x_c_out_01593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003905_000000006,g000003905,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),135,135,135,600,5,,,,,ctg17712_446x_c_out_00867,ctg19216_30x_l_out_02259,,ctg3234_454x_rc_out_01975,ctg3283_168x_c_out_01634,ctg3536_31x_rc_out_00468,ctg3919_109x_c_out_01340,ctg4049_88x_c_out_01895,,ctg6177_57x_c_out_00228,,ctg6822_146x_l_out_02089,ctg7043_580x_c_out_01654,ctg7141_490x_c_out_00055,,ctg7609_150x_c_out_00986,,,ctg8348_32x_c_out_00891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003908_000000006,g000003908,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),129,129,129,663,1,,,,,ctg17712_446x_c_out_00934,ctg19216_30x_l_out_02326,,ctg3234_454x_rc_out_01908,ctg3283_168x_c_out_01701,ctg3536_31x_rc_out_00535,ctg3919_109x_c_out_01407,ctg4049_88x_c_out_01963,,ctg6177_57x_c_out_00295,,ctg6822_146x_l_out_02022,ctg7043_580x_c_out_01721,ctg7141_490x_c_out_02455,,ctg7609_150x_c_out_00919,,,ctg8348_32x_c_out_00824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003912_000000006,g000003912,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),126,126,126,740,1,,,,,ctg17712_446x_c_out_00743,ctg19216_30x_l_out_02135,,ctg3234_454x_rc_out_02101,ctg3283_168x_c_out_01508,ctg3536_31x_rc_out_00344,ctg3919_109x_c_out_01216,ctg4049_88x_c_out_01771,,ctg6177_57x_c_out_00104,,ctg6822_146x_l_out_02213,ctg7043_580x_c_out_01528,ctg7141_490x_c_out_00179,,ctg7609_150x_c_out_01110,,,ctg8348_32x_c_out_01015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,site_village_bool,g000003886_000000006,g000003886,,hypothetical protein,98,1,13,1,1,1,0,0,0,0,13,hypothetical protein(13),NA(13),153,153,153,713,1,,,,,ctg17712_446x_c_out_01692,ctg19216_30x_l_out_00597,,ctg3234_454x_rc_out_01209,ctg3283_168x_c_out_02400,ctg3536_31x_rc_out_01293,ctg3919_109x_c_out_02147,ctg4049_88x_c_out_00249,,ctg6177_57x_c_out_01053,,ctg6822_146x_l_out_01267,ctg7043_580x_c_out_02423,ctg7141_490x_c_out_01701,,ctg7609_150x_c_out_00159,,,ctg8348_32x_c_out_00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
