Approach,Sample,Contig_number,Assembler,seq_assemble,Sample_name,Contig_Length_bp,
Tell-Seq_SLR,a6,83,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,124525,
Tell-Seq_SLR,a6,84,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,123153,
Tell-Seq_SLR,a6,85,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,122803,
Tell-Seq_SLR,a6,86,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,122635,
Tell-Seq_SLR,a6,87,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,121976,
Tell-Seq_SLR,a6,88,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,121415,
Tell-Seq_SLR,a6,89,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,120991,
Tell-Seq_SLR,a6,90,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,120669,
Tell-Seq_SLR,a6,91,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,120001,
Tell-Seq_SLR,a6,92,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,119558,
Tell-Seq_SLR,a6,93,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,119555,
Tell-Seq_SLR,a6,94,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,119017,
Tell-Seq_SLR,a6,95,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,118203,
Tell-Seq_SLR,a6,96,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,116497,
Tell-Seq_SLR,a6,97,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,116452,
Tell-Seq_SLR,a6,98,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,115601,
Tell-Seq_SLR,a6,99,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,115290,
Tell-Seq_SLR,a6,100,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,113913,
Tell-Seq_SLR,d5,1,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,1004542,
Tell-Seq_SLR,d5,2,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,851436,
Tell-Seq_SLR,d5,3,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,769582,
Tell-Seq_SLR,d5,4,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,734074,
Tell-Seq_SLR,d5,5,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,686499,
Tell-Seq_SLR,d5,6,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,682902,
Tell-Seq_SLR,d5,7,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,681243,
Tell-Seq_SLR,d5,8,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,655202,
Tell-Seq_SLR,d5,9,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,640896,
Tell-Seq_SLR,d5,10,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,557419,
Tell-Seq_SLR,d5,11,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,539606,
Tell-Seq_SLR,d5,12,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,516206,
Tell-Seq_SLR,d5,13,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,507850,
Tell-Seq_SLR,d5,14,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,501584,
Tell-Seq_SLR,d5,15,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,493919,
Tell-Seq_SLR,d5,16,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,482517,
Tell-Seq_SLR,d5,17,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,472437,
Tell-Seq_SLR,d5,18,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,467577,
Tell-Seq_SLR,d5,19,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,465565,
Tell-Seq_SLR,d5,20,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,463787,
Tell-Seq_SLR,d5,21,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,452563,
Tell-Seq_SLR,d5,22,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,431431,
Tell-Seq_SLR,d5,23,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,418082,
Tell-Seq_SLR,d5,24,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,389868,
Tell-Seq_SLR,d5,25,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,366410,
Tell-Seq_SLR,d5,26,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,365134,
Tell-Seq_SLR,d5,27,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,360988,
Tell-Seq_SLR,d5,28,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,348790,
Tell-Seq_SLR,d5,29,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,345398,
Tell-Seq_SLR,d5,30,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,343667,
Tell-Seq_SLR,d5,31,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,342581,
Tell-Seq_SLR,d5,32,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,339637,
Tell-Seq_SLR,d5,33,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,338579,
Tell-Seq_SLR,d5,34,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,332584,
Tell-Seq_SLR,d5,35,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,327333,
Tell-Seq_SLR,d5,36,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,320966,
Tell-Seq_SLR,d5,37,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,315206,
Tell-Seq_SLR,d5,38,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,314461,
Tell-Seq_SLR,d5,39,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,308494,
Tell-Seq_SLR,d5,40,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,306441,
Tell-Seq_SLR,d5,41,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,282676,
Tell-Seq_SLR,d5,42,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,272570,
Tell-Seq_SLR,d5,43,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,272139,
Tell-Seq_SLR,d5,44,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,267765,
Tell-Seq_SLR,d5,45,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,263826,
Tell-Seq_SLR,d5,46,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,263310,
Tell-Seq_SLR,d5,47,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,262566,
Tell-Seq_SLR,d5,48,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,261042,
Tell-Seq_SLR,d5,49,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,258464,
Tell-Seq_SLR,d5,50,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,255661,
Tell-Seq_SLR,d5,51,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,255496,
Tell-Seq_SLR,d5,52,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,248875,
Tell-Seq_SLR,d5,53,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,245767,
Tell-Seq_SLR,d5,54,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,237304,
Tell-Seq_SLR,d5,55,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,235062,
Tell-Seq_SLR,d5,56,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,235031,
Tell-Seq_SLR,d5,57,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,232396,
Tell-Seq_SLR,d5,58,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,232102,
Tell-Seq_SLR,d5,59,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,231778,
Tell-Seq_SLR,d5,60,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,229086,
Tell-Seq_SLR,d5,61,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,221883,
Tell-Seq_SLR,d5,62,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,220229,
Tell-Seq_SLR,d5,63,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,219756,
Tell-Seq_SLR,d5,64,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,216529,
Tell-Seq_SLR,d5,65,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,214370,
Tell-Seq_SLR,d5,66,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,210009,
Tell-Seq_SLR,d5,67,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,209243,
Tell-Seq_SLR,d5,68,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,208280,
Tell-Seq_SLR,d5,69,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,204149,
Tell-Seq_SLR,d5,70,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,203710,
Tell-Seq_SLR,d5,71,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,203540,
Tell-Seq_SLR,d5,72,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,202987,
Tell-Seq_SLR,d5,73,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,197191,
Tell-Seq_SLR,d5,74,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,195904,
Tell-Seq_SLR,d5,75,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,191386,
Tell-Seq_SLR,d5,76,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,188423,
Tell-Seq_SLR,d5,77,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,186926,
Tell-Seq_SLR,d5,78,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,186132,
Tell-Seq_SLR,d5,79,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,185471,
Tell-Seq_SLR,d5,80,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,185421,
Tell-Seq_SLR,d5,81,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,182928,
Tell-Seq_SLR,d5,82,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,180764,
Tell-Seq_SLR,d5,83,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,180011,
Tell-Seq_SLR,d5,84,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,178833,
Tell-Seq_SLR,d5,85,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,178676,
Tell-Seq_SLR,d5,86,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,176723,
Tell-Seq_SLR,d5,87,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,176723,
Tell-Seq_SLR,d5,88,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,176528,
Tell-Seq_SLR,d5,89,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,170826,
Tell-Seq_SLR,d5,90,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,169851,
Tell-Seq_SLR,d5,91,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,169154,
Tell-Seq_SLR,d5,92,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,168937,
Tell-Seq_SLR,d5,93,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,167424,
Tell-Seq_SLR,d5,94,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,166055,
Tell-Seq_SLR,d5,95,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,164843,
Tell-Seq_SLR,d5,96,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,164737,
Tell-Seq_SLR,d5,97,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,163771,
Tell-Seq_SLR,d5,98,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,163720,
Tell-Seq_SLR,d5,99,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,160527,
Tell-Seq_SLR,d5,100,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_d5_cloudSPAdes,160462,
Tell-Seq_SLR,h6,1,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,583281,
Tell-Seq_SLR,h6,2,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,551500,
Tell-Seq_SLR,h6,3,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,410714,
Tell-Seq_SLR,h6,4,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,406224,
Tell-Seq_SLR,h6,5,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,366092,
Tell-Seq_SLR,h6,6,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,329289,
Tell-Seq_SLR,h6,7,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,326696,
Tell-Seq_SLR,h6,8,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,287570,
Tell-Seq_SLR,h6,9,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,267080,
Tell-Seq_SLR,h6,10,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,263879,
Tell-Seq_SLR,h6,11,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,244037,
Tell-Seq_SLR,h6,12,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,233420,
Tell-Seq_SLR,h6,13,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,219932,
Tell-Seq_SLR,h6,14,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,217981,
Tell-Seq_SLR,h6,15,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,215790,
Tell-Seq_SLR,h6,16,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,215288,
Tell-Seq_SLR,h6,17,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,213702,
Tell-Seq_SLR,h6,18,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,203291,
Tell-Seq_SLR,h6,19,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,197563,
Tell-Seq_SLR,h6,20,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,191813,
Tell-Seq_SLR,h6,21,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,188489,
Tell-Seq_SLR,h6,22,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,185171,
Tell-Seq_SLR,h6,23,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,182152,
Tell-Seq_SLR,h6,24,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,182145,
Tell-Seq_SLR,h6,25,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,181020,
Tell-Seq_SLR,h6,26,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,178528,
Tell-Seq_SLR,h6,27,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,177911,
Tell-Seq_SLR,h6,28,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,173330,
Tell-Seq_SLR,h6,29,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,170514,
Tell-Seq_SLR,h6,30,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,169910,
Tell-Seq_SLR,h6,31,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,168176,
Tell-Seq_SLR,h6,32,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,166142,
Tell-Seq_SLR,h6,33,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,161975,
Tell-Seq_SLR,h6,34,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,161874,
Tell-Seq_SLR,h6,35,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,158759,
Tell-Seq_SLR,h6,36,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,158480,
Tell-Seq_SLR,h6,37,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,156050,
Tell-Seq_SLR,h6,38,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,154547,
Tell-Seq_SLR,h6,39,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,153258,
Tell-Seq_SLR,h6,40,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,152174,
Tell-Seq_SLR,h6,41,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,151898,
Tell-Seq_SLR,h6,42,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,150083,
Tell-Seq_SLR,h6,43,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,148762,
Tell-Seq_SLR,h6,44,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,147764,
Tell-Seq_SLR,h6,45,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,147731,
Tell-Seq_SLR,h6,46,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,147462,
Tell-Seq_SLR,h6,47,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,146746,
Tell-Seq_SLR,h6,48,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,146606,
Tell-Seq_SLR,h6,49,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,144507,
Tell-Seq_SLR,h6,50,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,144476,
Tell-Seq_SLR,h6,51,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,143673,
Tell-Seq_SLR,h6,52,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,143606,
Tell-Seq_SLR,h6,53,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,143103,
Tell-Seq_SLR,h6,54,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,141454,
Tell-Seq_SLR,h6,55,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,140425,
Tell-Seq_SLR,h6,56,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,139920,
Tell-Seq_SLR,h6,57,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,138847,
Tell-Seq_SLR,h6,58,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,138575,
Tell-Seq_SLR,h6,59,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,138289,
Tell-Seq_SLR,h6,60,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,133394,
Tell-Seq_SLR,h6,61,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,132652,
Tell-Seq_SLR,h6,62,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,132623,
Tell-Seq_SLR,h6,63,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,132026,
Tell-Seq_SLR,h6,64,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,130437,
Tell-Seq_SLR,h6,65,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,129888,
Tell-Seq_SLR,h6,66,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,128455,
Tell-Seq_SLR,h6,67,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,127780,
Tell-Seq_SLR,h6,68,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,125244,
Tell-Seq_SLR,h6,69,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,123033,
Tell-Seq_SLR,h6,70,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_h6_cloudSPAdes,120434,
